tweet,likes,retweet_count,user_screen_name,user_description,user_followers_count
"@charliekirk11 🚨   #TruthMatters 

#Trump proved to be DANGEROUSLY Incompetent faced with #COVID19 👇👇👇👇👇👇👇
https://t.co/lCAsOuPkiO",2.0,0.0,InconvenientTr5,Spreading the #Truth. #ScienceMatters. #TrumpLiesAmericansDIE.  #VOTE #TrumpCrimeFamily OUT on #ElectionDay,812.0
The world would be safer with @JoeBiden as #potus and @KamalaHarris as #vp. A safer world makes #America great again. The #USA need partnerships in the world without @realDonaldTrump. #Trump wants a single powerful country. That's not possible in a global world. #votingBiden,0.0,0.0,Maddo1976,"I'm from East Germany, GDR. I'm disabled. My hobby: Cooking. #proEU #links #peace #Frieden #sozialeGerechtigkeit @Die_Partei_TH ... Erwerbsminderungsrentner",252.0
"State of the race in SOUTH CAROLINA as of 10/14/2020

Polling Average:

Trump 51.0% (-0.1% from yesterday)
Biden 43.8% (-0.2% from yesterday)

Win probabiity:

Trump: 88.7% (+0.3% from yesterday)
Biden: 11.3%
 
Source: FiveThirtyEight

#ElectionTwitter
#Election2020
#Biden #Trump",1.0,0.0,ElectionRobot,beep boop,129.0
Well #kayleighmcenany was taken off of Twitter for this post. Retweet if you will.  Censorship of Conservatives must stop. @hodgetwins #TrumpPence2020 #TrumpCoupPlot #DonaldTrump #donaldtrump2020  #KAG2020LandslideVictory #KAG #MAGA2020 #censorship @realDonaldTrump #SCOTUS #MAGA https://t.co/cFpMHJPGZb,3.0,4.0,MikeLongCounty,"I have the best wife in the world in Gina! Great kids, great grand-kids, and a good Lord that loves me no matter what. God is good, I'm a very blessed man!!!",413.0
"#Trump
#Covid19
#TrumpLiesAmericansDie

Immunologist Florian Kramme, “#herdimmunity through natural infections is not a strategy, but an indication for the government’s malfunction to control a breakout and to pay for this with lost lives.” 

https://t.co/ddEFm2Lqvj https://t.co/jLjgtdQ4WB",0.0,0.0,william7424,"Retired International Banker(Don't hold this against me, I cleaned up messes LOL), Avid GeoPolitical and National Political observer",1776.0
"So @realDonaldTrump said COVID is a Dems Hoax then 215,000 died. Trump said it’s doesn’t infect everyone then he gets infected. Then HE said kids are immune then his son Baron gets infected. If your a #trump supporter, isn’t this enough stupidity &amp;lying for you to #VoteHimOut2020",1.0,1.0,Metatro46077255,,214.0
@toyboxkid_ @realDonaldTrump @HillaryClinton The point I’m making is when a credible news organization shares a story that makes any democratic look bad we are censored... But anyone and everyone can talk about #Trump and it’s taken as gospel #DoubleStandards,0.0,0.0,DustinLEllis1,"Christian, Husband, Conservative! Follow me for facts not sugar coated viewpoints!",1.0
"Forward this tweet to five people, and within 3 minutes...

FUCKING NOTHING WILL HAPPEN!!!!!

I tried it twice and it worked both times, absolutely fucking nothing happened!

#Trump",0.0,0.0,JohnPark214,"social worker democrat  #RealityWinner #resist #Resistance #DefundThepolice #icantbreathe
#JusticeForFloyd #TheResistance  #MoscowMitch #WhiteSupremacist  #FBR",4340.0
#Trump #MAGA #vote #election #USA #freedom #KAG #KAG2020 #TRUMP2020 https://t.co/jJPx9E5ixz,0.0,0.0,AMERICANWILDMAN,I would rather die on my feet than live on my knees.,110.0
GOP TRIES TO STEAL THE ELECTION!!! Trump urges California GOP to continue using fake “official” drop boxes in spite of legal threat https://t.co/iuenjjbcgz via @Yahoo #Trump #TrumpIsALoser  #ElectionFraud #TrumpCriminal,0.0,0.0,paulcline7,"""Prof. Paul"" - Serial Entrepreneur and Business, Psychology & Health/Fitness Expert. CEO at Advanced Ideas, Inc, Award Winning University Professor, Therapist,",1656.0
Got something for you #MAGA #MAGA2020 #MAGA2020Landslide #Trump2020LandslideVictory #Trump @realDonaldTrump @WhiteHouse @senatemajldr @GOP https://t.co/Oa8OMRa6D3,0.0,0.0,violetrenee7,"Author of sizzling hot, smart and funny novel Love, Laughter and  Lies @amazon.com.",113.0
"""Now You're Messing with a Son of a .....!"" https://t.co/t6XVIcn57a #TommyLee #DonaldTrump #Nazareth #HairoftheDog #NowYoureMessingWithaSonofaBitch #GuitarLesson #TonyIommi #BlackSabbath #EddieVanHalen",1.0,0.0,1RuleGuitar,"Every day we bring you the latest guitar news, gear, lessons and the ""Tip of the Day!"" There's only 1 Rule...""Don't Sweat it Just Fret It!"" 1 Rule Guitar",34.0
"#USSenate #USCongress #NYTimes #Louisiana #CBN #TBN #politics #Trump  #CSPAN #Resist #TheView #MAGA2020 #POTUS #FoxNews #GOP #RNC #DNC  #WashingtonPost #CNN #MSNBC #Trump  #AOC #Google #facebook #twitter #bing #yahoo #NancyPelosi #ChuckSchumer 
 #Dobbs #Limbaugh #IvankaTrump https://t.co/J5gdKmDkAn",0.0,0.0,postersusa,,1219.0
How about an official apology from #Trump @realDonaldTrump @POTUS for #CentralParkFive how about that - we don’t need #TrumpAdministration believe he ain’t giving nothing! https://t.co/zYGW7I1yPk,0.0,0.0,DevinAyresMom,"Wife, Mom, Daughter, Sister, and Friend - Looking to strengthen my belief in God and have an ability to Love others for who they are, literally.",143.0
#TrumpIsWeak #TrumpFailure #trump https://t.co/QHMrPXO8gZ,0.0,0.0,Reyhombre1,,55.0
"#Trump
#TrumpLiesAmericansDie 

80+ researchers warn that a so-called #herdimmunity approach to managing #COVID19 is “a dangerous fallacy unsupported by the scientific evidence” #WCPH2020 

#WearAMask 
#MaskUp 

#auspol
https://t.co/96TExQws1Z https://t.co/jLjgtdQ4WB",0.0,0.0,william7424,"Retired International Banker(Don't hold this against me, I cleaned up messes LOL), Avid GeoPolitical and National Political observer",1776.0
"Good for @kayleighmcenany. Who knew that trying to get out information from investigative journalists would be considered somehow harmful and worthy to be silenced? WHEN Pres. #Trump wins, just add #Twitter and #Facebook to the list of corrupt leftists to be investigated. https://t.co/EkFeHIFkNt",1.0,1.0,cybrpete,Political columnist (on hiatus); novelist; read my political commentary at https://t.co/FTDipSEYuf; veteran of political campaigns; strict constructionist.,2861.0
"Who is leading? Trump or baiden!
Follow the link to know! 
https://t.co/2kaIBbxqAr
#USA #USPresidentialElections2020 #USElection #USElection2020 #TrumpCovid19 #trump #JoeBiden #USElectionDialogues #Election2020 #Elections2020 #ElectionDay #Trump2020",0.0,0.0,GuardianEnglish,"News, sports, entertainment, magazine website.",16.0
"‘Totally under control’: #New, #secretly-#filmed #documentary details #Trump’s #COLOSSAL 
#COVID19 #FAILURES.

https://t.co/WxAkzCT2U0

""The experts featured in the trailer &amp; film make clear that while the U.S. had at its disposal every #resource it #needed to #SAVE hundreds of..",1.0,0.0,Kegan05,"Political Junkie, Ex-GOP, now Independent, disgusted by Trump Administration and #GOP who covers for him.

No DM's please.",16172.0
"was #ousted from his #role at the #Health and #HumanServicesDepartment after #objecting to #Trump’s Covid-19 #response. “The plan was in front of us but #LEADERSHIP would NOT do it. It is time to lay our careers on the line and #push #back.”

Kinda #LATE, isn't it?",0.0,0.0,Kegan05,"Political Junkie, Ex-GOP, now Independent, disgusted by Trump Administration and #GOP who covers for him.

No DM's please.",16172.0
#Relapse or did #Trump just run out of drugs?  either way -- back to the basement for Trump https://t.co/9cR5fz9OoZ,0.0,0.0,BrooklynMarylee,"liberal New Yorker, person of faith",474.0
"Biden for (p)resident
Trump fo(u)r more years

#DonaldTrump #JoeBiden #Election2020 https://t.co/0iUphtSbR9",2.0,1.0,PansanPen,life is not worth living without freedom,242.0
"https://t.co/iIMcJCr8yI  
#TRUMP #coronavirus 
@ChiaraFerragni @BarackObama",0.0,0.0,emergencycovid,Please people who does not have job or enough money for going through COVID19. Don't be selfish and also think about people who has family but not money to eat.,0.0
"@icecube You don’t trust ‘none of them’ (Presidential Candidates) but you’re let #Trump straight up play you! I Guess “today ‘wasn’t’ a good day!” We all hate politics but Trump is on another level of absurdity. If you don’t see that, then you haven’t been paying enough attention.",0.0,0.0,DrMovieManiac,A mad doctors musings of all things Movies but since it’s an important election switching to Politics.,39.0
"@maddow #AmyConeyBarrett can remember case after case but can NOT remember if she has seen any of #Trump's crazy tweets about Obamacare, his State of the Union, and if she ever voted by mail. She's like #Pence... A fake Christian who can lie with such grace. 
#VoteThemAllOut #VoteBiden",0.0,0.0,DemocratNel,Biden/Harris Landside 2020 🌊🇺🇸🌊,199.0
@donwinslow #trump is the #monster #TrumpIsNotAmerica,0.0,0.0,smiff_dee,,88.0
@JoeBiden #BidenHarris2020 #DonaldTrump #HunterBiden https://t.co/tBDFpoEdzX,1.0,0.0,jlevija87,"I am a Husband, father of 2 wonderful kids, full time worker and owner of @pleasurerated and help with wife's etsy business Mitmouseboutique.",58.0
@hughriminton All off #Trump merchandise is made in China. I don't know why nobody doesn't take him on over it. It's the most obvious way that #MAGA is a JOKE.,0.0,0.0,kennoJT,"Thoughful, rebellious, free thinker, easy going with a dose of cynicism. Life is too short to not live in the way you want. Go Crows",59.0
@CNN @andersoncooper How many #Trump young  #MAGArats come into contact with older people? Answer: All except those with a private entrance into their parents basement.,0.0,0.0,MoClarker,Media Maven/Scientist/Fan O Fauci,101.0
@thereidout @OMAROSA You knew #Trump was dangerous for our country when you signed up for his administration! So.... https://t.co/jrUt9tPMZN,6.0,0.0,FarrisFlagg,#BidenHarris2020 #JoeBiden2020 #KamalaHarrisForVP #IStandWithEllen @KamalaHarris @JoeBiden #TeamJoe #KHive #BidenHarris2020ToSaveAmerica,2363.0
"@DrDenaGrayson #Trump
#Covid19
#TrumpLiesAmericansDie

Immunologist Florian Kramme, “#herdimmunity through natural infections is not a strategy, but an indication for the government’s malfunction to control a break out and to pay for this with lost lives.” 

https://t.co/ddEFm2Lqvj",0.0,0.0,william7424,"Retired International Banker(Don't hold this against me, I cleaned up messes LOL), Avid GeoPolitical and National Political observer",1776.0
"#HealthAlert‼️🚨 #Trump #COVID19 #SuperSpreader #Greenville #NorthCarolina #BoycottGreenvilleNC‼️ #GrabYourWallet
@womensmarch @Women4Biden @MarchForScience
@March4RLivesLA @MarchForTruth17  

@GreenvilleNC @pjconnellync @ncdhhs @VisitGreenville @GvilleChamber 
#TrumpToll 221,798",0.0,0.0,chickwerner,"UH  B.S. in Technology TRDE '90,
UH M.S. in Technology OCTE '93,
OLLU  MBA '96 (emphasis in Strategic Planning)",1456.0
"@ScottNevins @nbc @MSNBC @CNBC @NBCNewsNow @NBCUTelemundo @ABCNetwork Here’s an idea, since @NBCNews has decided to give #DonaldTrump town hall coverage across three channels, @ABC @CBSNews @CNNPolitics @bpolitics @business should carry @ABCPolitics town hall with @JoeBiden. #BidenTownHall #BidenHarrisLandslide2020 #BoycottMSNBC #2020Elections",0.0,0.0,tleiker,Thought leader. Decision maker. Advancing communities and creating opportunity through the public sector and progressive initiatives.,487.0
TO ALL ILLEGAL IMMIGRANTS I SAY THEE NEIGH #DonaldJHoofForPresident ##trump,0.0,1.0,EquestrianTrump,Vote for me next Equestrian ruler! Not Crooked Clopton.,70.0
"Twazis says they blocked NY Post's #HunterBiden story cuz they block stories with stolen info.

Let's test their theory &amp; #Leftist agenda in protecting #Biden with the story by the #NYPost on STOLEN secret audio tapes of #Trump!

#LiberalPrivilege #MAGA
 https://t.co/bWriPoqI0d",19.0,16.0,ArmedPatriot45,Pvt Mil Ctr Vet🇺🇸4 languages🏴󠁧󠁢󠁥󠁮󠁧󠁿Born &Lived in Mid East & Eastern Europe fighting radical Islamists⚔️Constitutional Hardliner🇺🇸#MAGA #2A #NoSharia,20636.0
"#FakePresident #DonaldTrump will continue his #COVID19 #SuperSpreaderEvent Tour, in #Iowa. Fake President Donald #Trump will be giving #TrumpSupporters COVID-19 #KoolAid in Iowa, on #Wednesday #October 14, 2020 https://t.co/5QQmHrJe7Z",1.0,0.0,ItsMeDYK,Gay • A “Mentally Deranged Unicorn” • #DetractorsBlocked • I suffer with Depression And Anxiety • I attempted suicide • Single For Life 💔• You Want It Darker?,6755.0
"https://t.co/pvSoVr81Bp #DonaldTrump👱 is #NotFit to be #POTUS🦅🇺🇸 🦅because he exploited #Elderly 🧓🧑‍🦳for #Deceptive #PhotoShop📸#Ops, blanded #POW / #MIA / #KIA #Veterans🎖️👲🎖️ as #Suckers &amp; mocked #Disabled #Persons 👩‍🦯🧑‍🦯&amp; #People on #WheelChairs 👩‍🦽👨‍🦼 who're Protected by #ADA👩‍🦽",0.0,0.0,VetrepreneurOne,"((( Vet Eric Manuel Ortiz ))) Says, please, Support a Disable Social Media Vetrepreneur to encourage success, inspiration, financial independence & empowerment.",951.0
@realDonaldTrump USA Today Article - '#Trump's first day of COVID-19 was Day 200 for me. Here's what I think of his 'victory.' https://t.co/Jh7WZjTbWY via @usatoday @POTUS should have read @FLOTUS response first  #TrumpVirus #TrumpVirusDeathToll215K,0.0,0.0,DebbieColburn1,,34.0
@TwitterMoments Do we have PROOF that #Trump tested negative or is it just his word?,1.0,1.0,TraciMorrisonFL,"I am open minded, but opinionated.  I am an optimist, but I'm not blind.   Facts & truth are my tools to stay sane through all the insanity! #FLDEM #UniteBlue",1045.0
"@DrDenaGrayson #Trump
#TrumpLiesAmericansDie 

80+ researchers warn that a so-called #herdimmunity approach to managing #COVID19 is “a dangerous fallacy unsupported by the scientific evidence” #WCPH2020 

#WearAMask 
#MaskUp 

#auspol
https://t.co/96TExQws1Z",0.0,0.0,william7424,"Retired International Banker(Don't hold this against me, I cleaned up messes LOL), Avid GeoPolitical and National Political observer",1776.0
"@MaryBriggs1 You are 💯 right! Every time they speak their lies, #Dems votes fly out of the window, towards #Trump's direction.
How very nice of them!",1.0,1.0,egoyibo55,Retired London business woman,2467.0
"So it’s official? The #Trump administration’s strategy to end the pandemic is fucking herd immunity? They’ve been denying this for months, but you could see this was the plan from the start. Hence no PPE production, no national mask mandates. This is so wrong. Millions can die",1.0,0.0,ElectrikOne,"#Bitcoin #Crypto #Defi #StartupLife #Tech #Drones #FPV #Dolphins #Heat #Canes - And much, much more!!",1313.0
19 days to go. #Trump Must Go. https://t.co/an6wqQn1B1,0.0,0.0,LeeSaunders72,Actress | Old soul young at heart | Coffee addict,1069.0
"#Trump and #Johnson practice photo shoot went very well today. 

#LookIntoMyCrystalBall
⬇️ https://t.co/ssclSOHmm7",3.0,0.0,R1ch1e5,I have a severe allergy to Torys - it’s called humanity #BidenHarris #FBPE #FBR 3.5% #FBSI #Rewild for all our futures 🌱,8063.0
"#JoniErnst #KristiNoem #MitchMcConnell 4 Ds #MikeParson #Trump Downplay airborne virus Dance on 218,000+ 🇺🇸 Graves Deny responsibility Defund Police #MorningJoe #FoxNews #JohnJames #Kimreynolds Herd Immunity ☠️ #Corygardner Disgraceful #Rondesantis #Tomwolf Super-spreader Tie🤮 https://t.co/qCnXjeJXjm",0.0,0.0,celebritykdawg5,,114.0
#Cube is a #trump tool!!!! How his legacy will read after this!!! Everything good flushed behind #trump!!!! https://t.co/0yvb5HnxT9,0.0,0.0,PammyDee,Happy as can Be #votebluenomatterwho #Resist Musicologist #Demforlife ☄️🌍,1173.0
@JohnCornyn How many times did you vote against the ACA ? Over 20 at least. You are tied at the hip to #Trump and deserve to lose. You haven't looked after TX for a long time . We might lose health care cuz of you #TxDeservesBetter #VoteThemAllOut #BirdsOfAFeather #txlege #MJHegarForTX,2.0,0.0,cLovis_buford,"Raconteur , social provocateur . Texan  This dumpster was on fire when i got here . political opinions free , rates more reasonable.",229.0
I will take child named #Biden with #JoeBiden blood over a child named Trump with #DonaldTrump blood any day of the week. https://t.co/AL4gumlKkW,0.0,0.0,MayorSackJones,Poor but Happy Democrat.,1317.0
"How does anyone read this, know it’s sincere, then side with #trump on any race- or police-related matter? 

cc @icecube https://t.co/Sp8XBcfceN",1.0,0.0,stevehalltweets,"Dad, husband, and foodie. The order varies day to day. #clt #ncpol #nc #ethics #equity | was @being_steve, until twitter suspended that account",830.0
@TinTinResists @KatrinaHagen2 @marcorubio Incompetent. Just like everyone else involved in the #trump clown car. #VoteBiden,1.0,1.0,RockyMtnCivil,"Compassionate liberal but don't fvck with me, anti #racist, #WOC,  #conscious in the real sense, #Resist, #VoteBlue, ✝, Ally, Gardener, Designer🎶🎨",4281.0
"@thebradfordfile #TRUMP &amp; Enablers Need to Face the CONSEQUENCEs of his **FAILED** #COVID19 Response 👇👇👇👇👇👇👇
https://t.co/fmush7UFtl",0.0,0.0,InconvenientTr5,Spreading the #Truth. #ScienceMatters. #TrumpLiesAmericansDIE.  #VOTE #TrumpCrimeFamily OUT on #ElectionDay,812.0
"#Trump: One of the most important issues for Iowa is...that thing with Ethanol, you remember Ethanol? Biden wants to get rid of fossil fuels! And Kamala and did Pence beat her or what? He just wiped the floor with her. We fought hard to keep ethanol going in the pandemic!

What?",1.0,1.0,snarke,"Will mock for food! Freelance writer, blogger, commentator. Civics nerd. She/Her",1185.0
"@andrewravin @OD_ant Nobody was more experienced that Hillary Clinton and she couldn't handle #DonaldTrump. Yes Biden is weak, #Limited where the Trump administration is strong and #Limitless",0.0,0.0,ChristianVoters,"Geared to hold accountable the so-called #ChristainPoliticians. The #Democrats pride themselves being progressive, they are the opposite. #MAGA2020 #VoteRed.",109.0
"""Believe it or not, #Biden will be the next President of the United States.  #Trump lost the election already due to #COVID19.""

That's just a prediction.  No one knows the future.  We try to predict it to feel larger than life.  Unafraid of being wrong.

https://t.co/AMurxRsiFX",0.0,0.0,_happinesstoy,"https://t.co/5lIYmF1Kg4, buy your happiness and joy",214.0
#MAGA2020 #KAG2020 #KAG #MAGA #Trump2020 #Trump #TrumpKillsUs #TrumpIsNotWell #VetsAgainstTrump #Veteran #VeteransForTrump #LindseyMustGo #LadyG #MoscowMitch #MoscowMitchTraitor #MitchMcConnell #LindseyGraham https://t.co/hdF2EXdb8P,6.0,4.0,sandeepppatel,"Villager, Molecular Biology from UC Berkeley, MBA from the Wharton School, living the American dream. A cricket fanatic.",91.0
"Las campañas de #Biden en la comunidad latina literal es nomas el diciendo ""Hola no soy #Trump vota por mi"". 🤦🏻‍♂️",2.0,0.0,Y0ungScratch,"Everything is Ok 👍 
till it's not",108.0
"Si pierde #Trump ya verán como se acabará el calentamiento global, la opresión hacia los negros, las deportaciones, el machismo opresor, aparecerá la vacuna etc. Porque en realidad ese no es el problema, el problema es que no les gusta Trump.",1.0,0.0,realmanupoz32,Amo la libertad. 🇻🇪 🇨🇦🇪🇸 🚫cursilería 🚫closet 🚫corrección política 🚫  ☭⃠,201.0
@Robbins17Chris Ditto. It's the #TrumpEffect. Anyone compared to #Trump looks good.,1.0,0.0,hootsmom,"Twin, wife, Mom, Mom-Mom☕ 🚬 #M4A #GND 💟 Bernie's policies voting for #Biden2020 unenthusiastically",441.0
#Trump has been banging on about the #China #Biden  connection from the outset but was played down by #MSM as usual! https://t.co/SiqWtxj66d,0.0,0.0,MalcolmCowing,Retired former Managing Partner of marcoms agency.,1349.0
@votevets @starsandstripes @MilitaryTimes #Trump https://t.co/YpxlgHSH1U,0.0,0.0,borden_bk,,434.0
"Thought you might want this for a lawsuit.  I tried to tweet out the link from the NY Post article &amp; was shown this.  Twitter &amp; partners?  Who are their partners? Also, I couldn't even save the tweet as a draft. Had to discard completely @realDonaldTrump @DonaldJTrumpJr  #Trump https://t.co/mBbCiV5o2z",0.0,0.0,WildcatFan178,"Opinionated Southern smart ass, sports fan, marketing's my gig, I cuss...a bunch. ♥ USA Freedom, Patriots.",366.0
Which fly gets #Trump? https://t.co/PzBr7vT4wN,0.0,0.0,joebessemer,"Community activist and gay activist, equality, and environment",98.0
@kevinbossuet @SudRadio Être français et pro #Trump c'est être un traître c'est cracher à la figure de nos viticulteurs assommés de taxes. Soutien à nos viticulteurs. Vous n'êtes pas américains cessez de trahir les français.,0.0,0.0,callbass,,63.0
@francisd62 The #Trump Administration has just announced herd immunity is their new strategy. Estimated 2 million + will die if Trump is re-elected.,0.0,0.0,SandraEckersley,"Writer, Critic, Ideas Broker & Devil's Advocate. Committed to exposing hypocrisy - no exceptions. Not afraid to speak truth to power. Supporting FAIRNESS.",4555.0
@Acosta Hey #trump you #POS U got a kid home #tested #positive 4 #COVID19 #COVID19  &amp; your at your own #mass #superspreader #rally!No fkn shock #pathetic &amp; anyone #Suppose 2 B A #Patriot would never be ok w none of it or support it! #Hypocrites talked about ##immigrants #pathetic,0.0,0.0,ActionnowI,"God's babies and children ripped from their parents.Put in cages and tents. This is not what USA stands for!
Get these babies reunited back.😢
#resist #bluewave",4010.0
#FoxNews #GOP #Trump #Giuliani #Republicans #MAGA #Conservatives #Corruption #Fakeharddrive #Ukraine #Russia https://t.co/vW6CAkA0X2,0.0,0.0,ZenithUpwards,A human being on fire for justice and love in this crazy world.,335.0
"#Trump

 https://t.co/XW6ZKGqt0C",0.0,0.0,MissRed80614542,,0.0
#Trump #MAGA #vote #election #USA #freedom #KAG #KAG2020 #TRUMP2020 https://t.co/ByAhyyWBz9,0.0,0.0,AMERICANWILDMAN,I would rather die on my feet than live on my knees.,110.0
"Once #Trump is re-elected the #media #fakenews #Msm #SocialMedia will lose it &amp; real Americans can't wait! 
#Trump2020LandslideVictory 
#2TermPresident #4MoreYears #Winning",1.0,2.0,RealRedDebate,#PresidentTrump = #MAGA 👍 #GodBlessAmerica 🇺🇸 #AmericaFirst #Trump2020 #Trump2020LandslideVictory #Winning #KAG #WakeUpAmerica #Faith #Jesus 🕆 #LifeIsGood,2045.0
"@PressSec @Twitter Stop spreading lies and they won’t lock you out. But you decided to work for #Trump. You, dearie, are NOT above the law.",0.0,0.0,pauleaman,"Oscars/Hollywood lover, Sci-Fi/Horror TV geek. Mostly harmless. #BidenHarris2020 💙",110.0
#CongressmanMassie (#ThomasMassie) on #coronavirus #governmentmandates #Trump #SCOTUS #AmyConeyBarrett #democracy v #republic... https://t.co/NaLMRV6LKI,1.0,0.0,MattRSchaefer,"Conservative #Catholic family man. #StXavier HS grad  Fan of #Reds, #Browns, & #Bengals.  LOVE #MLB. #Heritageaction #HeritageSentinel #AMDG",2133.0
@thehill #Trump has gone FULL #PUTIN !!,0.0,0.0,AxtoxthexO,"Just a tenant being evicted after 5 days of smoke and carbon monoxide from WOODWORK's wood-fire vent. – 'do what ya gotta do.' – Contractor, PRO.",711.0
#Trump Promises “#PlatinumPlan” for Black Americans https://t.co/NA7FQR4xha,0.0,0.0,NewsToter,"Black News and Entertainment Portal that gives you the latest on black culture, lifestyle, sports, politics, entertainment, music, and much more",3929.0
#Trump #Trump2020 is truly a disgusting 🤮 human! Watch The 11th Hour With Brian Williams Highlights: October 13 | MSNBC https://t.co/mvz00aVDRT via @YouTube #VoteHimOut2020 #VoteBlueDownBallot,0.0,0.0,kncdaniels,"Planet & Animal Lover, HATER of Animal abusers. More n more Humans are showing MAN is the lowest species on Earth!",1324.0
Hey @Twitter @Facebook  @PaulaReidCBS @NicolleDWallace @wolfblitzer @weijia @PeterAlexander @brikeilarcnn @AprilDRyan @kaitlancollins..🖕🏻Did you censor the #SteeleDossier or Stolen #Trump tax info? #EnemyOfThePeople You will lose. You will be defeated. #TrumpLandslideVictory2020,2.0,1.0,LSocmail,They decry: borders/walls & live behind theirs; 2A/Police & keep their sec while YOU get riots ;Prvt insur while they keep theirs.,28.0
@theprettybeaver @icecube What a load of rubbish. Black communities have had it hard for many years now. Not just the last 4 years. Are u winding me up. Most black films are minimum 20 years old and Tupac was screaming it from the 90s.  So pleasehas everyone in the world lost their memory #icecube #trump,0.0,0.0,pepp32948008,.....,3.0
@TNSociallyMissy #Trump Fl,0.0,0.0,DianneBarr8,"Conservative, Christian, #MAGA 🇺🇸🇺🇸❤️❤️professional, #TRUMP supporter👍drain the swamp, build the wall, TRUMP 2020",5084.0
"#TrumpVirusDeathToll275K &amp; rising when all #Americans killed by #TrumpVirus are counted. #Trump &amp; #GOPDeathCult have been hiding #Covid deaths as pneumonia cases for months-see TX, FL, etc. People died alone &amp; scared, without family. #ProsecuteThemAll #VoteBidenHarris #VoteBlue https://t.co/AYnI8vsWoi",1.0,0.0,SpeaksAthena,Historian. Philosopher. Feminist. Advocate. Human. #VoteBlueNoMatterWho #BidenHarris2020 #WearADamnMask #BeKind,1639.0
"#BoycottNBCTownHall 
Don't give Trump the numbers his ego craves!!
#Trump it's all about HIM!!
#TrumpProjection
#America 
#AmericaOrTrump 
#AmericaNeedsPennsylvania 
#Dump reckless #Trump
#TrumpIsALaughingStock 
#TrumpVirusDeathToll215K 
#TrumpCrimeFamily 
#TrumpTaxes https://t.co/UycJdbqzHd",1.0,1.0,greeneyes3470,"I Really am a nice person,  but Trump makes my horns show!",263.0
#Trump is running against the #sane world. https://t.co/qfMQ4jADbP,0.0,0.0,etbreck,"Forward-thinking, action-oriented. @ClimateReality Leader. #ClimateCrisis #ActOnClimate",337.0
"LIVE : Président Donald #Trump à Des Moines, #Iowa  https://t.co/dZUDHaChuU",10.0,7.0,brunolp30,"Rédacteur éditorialiste freelance, Animateur radio, Psychosociologue Coach TeamBuilding  #Trump2020 #VenezuelaLibre",2360.0
"@AP To normalize this is aiding a crime.#trump is a criminal,#illegitmate,traitor,&amp; he and the gop are #conspiritors,reoffending #stealingscotusseats,&amp; more. Vehemently expressed public outrage &amp; drastic roadblocks to this 4 year long travesty of #justice are needed asap.Shut it down",0.0,0.0,PROGRESSIVELIBE,"LOVE LIFE.WE ARE DEMOCRATS WHO DREAM.
trump must go
#maddow #DEMS2020 #IMPEACH
#HEALTHCARE4ALL
#resist
(allpostjustcrapweheard)snark. #notabirdieijusttweetalot",1017.0
"#Trump 

Le Pdt @realDonaldTrump:
"" Nous venons d'apprendre à travers des documents explosifs publiés par @NYpost que Joe Biden a menti de manière flagrante sur son implication dans les relations commerciales corrompues de son fils!""
#TrumpRallyDesMoines https://t.co/iN29iQr5RO",5.0,6.0,kleensamsonite,"🇮🇱🇺🇸🇨🇿 God Before!! Pro-TRUMP-POUTINE-Bolsanaro-ISRAËL- Anti-UE  
Blocked  by Sellin, Henneton,Clemenceau, Araud, Faiche,Corbe,'Braana ,Haim,...😂",3847.0
"@stephbarlow2 @JoshSchwerin @soledadobrien Disclaimer, totally support dems this #Election2020 but will watch #Trump #FlameShow to nurture the paranoia #Confidence in #JoeBiden lets me do this - it’s not all media numbers, it’s real",0.0,0.0,tweedyBard,takes on world & sec events UC NDN research and web info BTWN reality and deafness am #ShockedShocked,133.0
#TrumpAttacksBlackWomen Let #DonaldTrump speak on his behalf: https://t.co/d3YlVh7Qun,1.0,1.0,DorothyBeach,"Fights for #ERA, racial equality | she/her | scientist | interest in #ClimateCrisis,art,politics,future of...| pissed off at #complicitGOP | #wearamask #Vote",2949.0
"Court stops the #census &amp; now landlords can throw people out in the streets even w/lack of Federal gov't passing a stimulus so people can stay in their homes. #Trump has tried to cover up his failures with taxpayer funding many times before, why not now? Help real estate buddies? https://t.co/HsSYoxv7mr",0.0,0.0,smarthealthtalk,"Elaine McFadden, MPH, RD Host Smart Health Talk KCAA Radio 106.5 FM Tuesday's 4:00 PM PST Listen on radio, internet, cell. More nutritional bang for your buck.",707.0
"@LaylaAlisha11 @SarahBr42582476 @VFL2013 @realDonaldTrump @ELiss865 @Debrennie2 @billez62 @Shortycake70 @timburchett @Melski1 @AppSame @DonnaWR8 @LVNancy @hrenee80 #PromisesMadePromisesKept?
No Wall
No healthcare plan
North Korea still has nukes
Troops still in Iraq &amp; Afghanistan
#Trump failed to protect wife &amp; Son from #COVID19
.@ABCPolitics .@CBSPolitics .@NBCPolitics .@KatyTurNBC .@jaketapper .@wolfblitzer .@FiringLineShow .@npratc",0.0,0.0,MedPierre,"Trying to Make Sense in a World of Contradictions. Some Sarcasm, Some Parody, Lot's of Truth.


Remember:
Every Avalanche begins with a few Snowflakes",1394.0
